,fecha,producto,categoria,cantidad,precio_unitario,medida,total,cantidad_log
7133,2023-11-06,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
7134,2024-06-10,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
7135,2023-04-11,Papas precocinadas,Lácteos,6,3.15,u,18.9,1.9459101490553132
7136,2023-11-28,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
7138,2023-09-11,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
7140,2024-01-05,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
7141,2023-09-29,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
7142,2023-11-05,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
7143,2024-10-16,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
7144,2024-06-18,Jamón,Carnes,5,0.9,kg,4.5,1.791759469228055
7145,2024-08-31,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
7146,2024-01-21,Leche entera,Granos,7,5.0,u,35.0,2.0794415416798357
7147,2023-09-18,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
7148,2023-06-28,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
7149,2023-05-25,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
7150,2023-09-19,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
7151,2024-09-06,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
7152,2023-10-07,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
7156,2023-06-23,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
7157,2023-09-16,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
7158,2024-11-19,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
7159,2023-03-01,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
7160,2024-04-20,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
7161,2023-12-03,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
7162,2023-08-28,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
7164,2024-08-08,Jamón,Carnes,7,0.9,kg,6.3,2.0794415416798357
7165,2024-01-01,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
7167,2024-02-13,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
7168,2024-09-25,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
7170,2023-06-23,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
7174,2023-08-15,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
7176,2024-01-06,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
7177,2024-05-27,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
7178,2024-09-02,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
7179,2023-09-15,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
7180,2023-10-24,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
7181,2024-01-09,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
7182,2024-01-07,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
7183,2024-08-25,Carne molida,Aceites,8,0.8,kg,6.4,2.1972245773362196
7184,2023-06-14,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
7185,2024-11-14,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
7187,2024-01-26,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
7189,2023-08-23,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
7190,2024-11-14,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
7191,2024-01-28,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
7193,2024-04-30,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
7194,2023-10-21,Pasta de Tomate,Lácteos,8,1.5,u,12.0,2.1972245773362196
7195,2024-06-26,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
7196,2024-03-14,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
7198,2024-02-26,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
7199,2024-06-03,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
7204,2024-02-26,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
7205,2024-06-10,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
7206,2023-03-20,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
7207,2023-09-30,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
7208,2023-12-27,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
7209,2023-03-25,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
7210,2024-05-11,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
7211,2024-01-28,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
7212,2024-09-24,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
7213,2023-10-07,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
7214,2024-07-28,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
7215,2023-12-06,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
7216,2023-05-16,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
7217,2023-08-12,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
7218,2024-07-04,Carne molida,Aceites,7,0.8,kg,5.6,2.0794415416798357
7219,2024-06-24,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
7220,2024-04-03,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
7221,2023-11-11,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
7222,2024-11-11,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
7224,2023-06-12,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
7225,2024-02-14,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
7226,2024-09-01,Pasta de Tomate,Lácteos,6,1.5,u,9.0,1.9459101490553132
7227,2024-05-22,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
7228,2023-06-22,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
7229,2023-07-16,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
7230,2024-01-27,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
7231,2023-08-03,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
7232,2024-10-24,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
7233,2024-10-08,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
7236,2024-01-30,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
7238,2024-09-21,Pasta de Tomate,Lácteos,6,1.5,u,9.0,1.9459101490553132
7239,2023-12-24,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
7240,2023-07-22,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
7242,2024-05-30,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
7243,2023-09-05,Bolsas,Panadería,6,0.35,u,2.1,1.9459101490553132
7246,2024-02-05,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
7247,2023-11-21,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
7248,2024-11-08,Pasta de Tomate,Lácteos,5,1.5,u,7.5,1.791759469228055
7249,2023-07-22,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
7250,2024-04-24,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
7251,2024-04-09,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
7252,2023-04-19,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
7254,2024-03-17,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
7255,2024-09-30,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
7257,2024-01-29,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
7258,2024-07-16,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
7259,2024-10-09,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
7260,2023-05-08,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
7261,2024-09-29,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
7264,2024-08-07,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
7266,2024-11-14,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
7267,2023-05-14,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
7269,2024-06-05,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
7271,2023-09-03,Pollo,Granos,5,0.95,kg,4.75,1.791759469228055
7273,2024-08-22,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
7274,2023-03-22,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
7275,2024-10-09,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
7277,2024-04-03,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
7278,2023-03-09,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
7279,2024-01-25,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
7280,2023-08-02,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
7281,2023-10-15,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
7283,2024-06-11,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
7284,2024-10-09,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
7285,2024-10-11,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
7286,2023-09-10,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
7287,2023-09-28,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
7288,2023-09-02,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
7289,2023-03-27,Pollo,Granos,6,0.95,kg,5.7,1.9459101490553132
7290,2024-11-06,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
7291,2023-07-09,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
7292,2024-02-20,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
7294,2023-10-22,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
7295,2023-09-23,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
7296,2023-08-15,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
7297,2023-12-03,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
7298,2023-10-09,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
7299,2023-03-28,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
7300,2024-05-24,Papas precocinadas,Lácteos,5,3.15,u,15.75,1.791759469228055
7301,2024-03-19,Pollo,Granos,5,0.95,kg,4.75,1.791759469228055
7302,2024-05-28,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
7303,2024-03-24,Bolsas,Panadería,7,0.35,u,2.45,2.0794415416798357
7304,2024-05-31,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
7305,2024-04-12,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
7306,2023-09-27,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
7309,2024-07-31,Papas precocinadas,Lácteos,5,3.15,u,15.75,1.791759469228055
7310,2024-08-10,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
7311,2023-08-14,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
7312,2023-07-02,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
7314,2024-01-19,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
7315,2023-09-12,Refresco,Carnes,7,0.45,u,3.15,2.0794415416798357
7317,2024-03-03,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
7318,2023-11-17,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
7319,2023-06-23,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
7320,2023-03-17,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
7321,2024-03-24,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
7322,2024-04-13,Refresco,Carnes,7,0.45,u,3.15,2.0794415416798357
7323,2024-02-27,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
7324,2024-01-12,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
7325,2024-05-18,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
7326,2023-10-21,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
7329,2024-01-26,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
7330,2023-07-23,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
7332,2023-03-10,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
7333,2024-08-13,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
7334,2023-07-22,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
7336,2024-10-31,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
7338,2024-11-22,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
7339,2023-08-09,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
7340,2023-08-24,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
7341,2024-08-13,Papas precocinadas,Lácteos,5,3.15,u,15.75,1.791759469228055
7342,2023-09-02,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
7343,2023-06-21,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
7346,2024-04-17,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
7348,2024-01-23,Yogurt,Bebidas,8,0.55,u,4.4,2.1972245773362196
7349,2023-03-27,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
7351,2023-04-05,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
7352,2024-04-21,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
7354,2024-11-02,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
7355,2023-08-21,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
7356,2023-06-11,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
7357,2024-02-21,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
7358,2023-06-03,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
7359,2023-05-07,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
7362,2024-05-24,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
7363,2024-11-07,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
7364,2024-01-13,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
7365,2024-06-23,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
7368,2024-11-18,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
7370,2024-10-05,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
7371,2023-07-07,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
7372,2024-08-09,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
7374,2023-05-24,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
7376,2024-11-19,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
7377,2023-11-11,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
7378,2023-11-12,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
7380,2024-06-16,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
7382,2024-10-12,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
7383,2023-07-13,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
7384,2024-05-06,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
7385,2023-07-27,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
7386,2023-04-05,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
7388,2023-09-03,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
7389,2023-07-25,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
7390,2023-10-30,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
7391,2024-04-10,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
7394,2024-02-16,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
7395,2024-10-12,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
7397,2024-06-07,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
7398,2023-11-25,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
7400,2023-12-12,Pollo,Granos,7,0.95,kg,6.65,2.0794415416798357
7401,2024-02-09,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
7402,2023-09-07,Carne molida,Aceites,8,0.8,kg,6.4,2.1972245773362196
7403,2024-02-13,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
7405,2023-06-07,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
7406,2024-08-13,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
7407,2023-05-04,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
7408,2024-05-10,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
7409,2024-09-07,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
7410,2023-06-05,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
7411,2024-06-11,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
7412,2023-07-02,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
7413,2023-12-28,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
7414,2024-02-19,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
7415,2024-06-06,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
7417,2024-07-29,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
7418,2024-04-11,Papas precocinadas,Lácteos,6,3.15,u,18.9,1.9459101490553132
7419,2023-09-16,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
7420,2023-10-14,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
7421,2023-09-20,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
7423,2023-08-03,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
7424,2024-08-25,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
7426,2024-03-06,Helado,Lácteos,6,1.1,u,6.6,1.9459101490553132
7427,2023-10-22,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
7428,2023-08-18,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
7429,2023-08-10,Carne molida,Aceites,6,0.8,kg,4.8,1.9459101490553132
7433,2024-05-08,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
7436,2024-04-03,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
7437,2024-05-05,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
7438,2024-06-22,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
7439,2023-07-18,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
7440,2023-03-01,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
7441,2023-11-13,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
7443,2024-11-17,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
7444,2023-05-08,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
7445,2024-04-24,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
7446,2023-07-26,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
7447,2023-08-12,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
7448,2024-04-04,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
7449,2024-05-03,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
7450,2024-10-26,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
7451,2023-11-10,Bolsas,Panadería,6,0.35,u,2.1,1.9459101490553132
7452,2023-05-12,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
7453,2023-12-08,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
7454,2024-04-15,Papas precocinadas,Lácteos,5,3.15,u,15.75,1.791759469228055
7455,2024-10-20,Pollo,Granos,5,0.95,kg,4.75,1.791759469228055
7456,2023-09-27,Papas precocinadas,Lácteos,7,3.15,u,22.05,2.0794415416798357
7457,2023-07-24,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
7458,2024-01-30,Pasta de Tomate,Lácteos,5,1.5,u,7.5,1.791759469228055
7459,2023-06-29,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
7460,2024-01-13,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
7461,2023-06-14,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
7463,2024-05-22,Bolsas,Panadería,8,0.35,u,2.8,2.1972245773362196
7464,2023-07-06,Pasta de Tomate,Lácteos,8,1.5,u,12.0,2.1972245773362196
7466,2023-08-05,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
7468,2023-04-11,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
7469,2023-11-17,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
7470,2024-12-01,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
7471,2024-05-10,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
7472,2023-08-20,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
7473,2023-12-24,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
7475,2023-05-30,Pollo,Granos,6,0.95,kg,5.7,1.9459101490553132
7476,2024-11-03,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
7477,2023-11-03,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
7478,2024-05-16,Jamón,Carnes,7,0.9,kg,6.3,2.0794415416798357
7479,2023-04-28,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
7480,2023-12-12,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
7482,2024-01-31,Helado,Lácteos,6,1.1,u,6.6,1.9459101490553132
7483,2023-11-13,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
7484,2023-05-25,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
7485,2023-06-12,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
7486,2023-11-04,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
7487,2024-07-19,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
7489,2023-11-28,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
7490,2024-07-12,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
7491,2024-11-11,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
7492,2024-03-19,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
7493,2024-08-13,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
7494,2023-04-13,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
7495,2023-06-19,Yogurt,Bebidas,7,0.55,u,3.85,2.0794415416798357
7496,2023-06-09,Yogurt,Bebidas,7,0.55,u,3.85,2.0794415416798357
7497,2023-06-06,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
7498,2023-10-31,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
7499,2024-10-15,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
7501,2023-04-10,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
7502,2024-05-24,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
7503,2024-10-08,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
7504,2023-04-08,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
7505,2024-05-16,Refresco,Carnes,6,0.45,u,2.7,1.9459101490553132
7506,2023-10-08,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
7508,2024-01-31,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
7510,2023-03-30,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
7512,2024-02-16,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
7513,2023-11-10,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
7515,2024-01-27,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
7516,2023-11-25,Jamón,Carnes,5,0.9,kg,4.5,1.791759469228055
7517,2023-10-01,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
7518,2024-09-11,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
7519,2024-04-14,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
7520,2023-08-24,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
7521,2023-05-31,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
7522,2024-02-24,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
7523,2024-09-02,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
7525,2023-06-12,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
7526,2024-04-19,Pollo,Granos,7,0.95,kg,6.65,2.0794415416798357
7527,2024-11-26,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
7528,2023-09-07,Jamón,Carnes,6,0.9,kg,5.4,1.9459101490553132
7529,2023-09-24,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
7531,2024-02-09,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
7532,2024-03-05,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
7533,2023-08-20,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
7534,2023-03-17,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
7537,2024-09-24,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
7540,2024-11-23,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
7541,2023-09-20,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
7542,2023-06-01,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
7545,2024-08-27,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
7546,2024-04-10,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
7548,2023-12-26,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
7549,2024-10-04,Yogurt,Bebidas,8,0.55,u,4.4,2.1972245773362196
7550,2024-01-26,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
7551,2024-05-27,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
7552,2023-11-07,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
7553,2023-08-06,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
7554,2023-03-27,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
7556,2023-11-07,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
